UC Campus,CC,UC Course Requirement,Courses Group 1,Courses Group 2,Courses Group 3,Courses Group 4
University of California Berkeley,San Diego City College,MATH 1A,MATH 150 (5.00),,,
University of California Berkeley,San Diego City College,MATH 1B,MATH 151 (4.00),,,
University of California Berkeley,San Diego City College,MATH 53,MATH 252 (4.00),,,
University of California Berkeley,San Diego City College,MATH 54,MATH 254 (3.00); MATH 255 (3.00),,,
University of California Berkeley,San Diego City College,PHYSICS 7A,PHYS 195 (5.00),,,
University of California Berkeley,San Diego City College,PHYSICS 7B,PHYS 196 (5.00),,,
University of California Berkeley,San Diego City College,ENGLISH R1A,ENGL 101 (3.00),,,
University of California Berkeley,San Diego City College,ENGLISH R1B,ENGL 205 (3.00),,,
University of California Berkeley,San Diego City College,ASTRON 7A,Not Articulated,,,
University of California Berkeley,San Diego City College,ASTRON 7B,Not Articulated,,,
University of California Berkeley,San Diego City College,BIOLOGY 1A; BIOLOGY 1AL,BIOL 210A (4.00); BIOL 210B (4.00),,,
University of California Berkeley,San Diego City College,BIOLOGY 1B,Not Articulated,,,
University of California Berkeley,San Diego City College,CHEM 1A; CHEM 1AL,CHEM 200 (3.00); CHEM 200L (2.00),,,
University of California Berkeley,San Diego City College,CHEM 1B,CHEM 201 (3.00); CHEM 201L (2.00),,,
University of California Berkeley,San Diego City College,CHEM 3A; CHEM 3AL,CHEM 231 (3.00); CHEM 231L (2.00),,,
University of California Berkeley,San Diego City College,CHEM 3B; CHEM 3BL,CHEM 233 (3.00); CHEM 233L (2.00),,,
University of California Berkeley,San Diego City College,MCELLBI 32; MCELLBI 32L,BIOL 235 (4.00),,,
University of California Berkeley,San Diego City College,PHYSICS 7C,PHYS 197 (5.00),,,
University of California Berkeley,San Diego City College,COMPSCI 61A,Not Articulated,,,
University of California Berkeley,San Diego City College,COMPSCI 61B,Not Articulated,,,
University of California Berkeley,San Diego City College,COMPSCI 61C,Not Articulated,,,
University of California Berkeley,San Diego City College,COMPSCI 70,Not Articulated,,,
University of California Berkeley,San Diego City College,EECS 16A,Not Articulated,,,
University of California Berkeley,San Diego City College,EECS 16B,Not Articulated,,,
University of California Davis,San Diego City College,ECS 020,MATH 245 (3.00),,,
University of California Davis,San Diego City College,ECS 036A,Not Articulated,,,
University of California Davis,San Diego City College,ECS 036B,CISC 205 (4.00),,,
University of California Davis,San Diego City College,ECS 036C,Not Articulated,,,
University of California Davis,San Diego City College,ECS 050,Not Articulated,,,
University of California Davis,San Diego City College,MAT 021A,MATH 150 (5.00),,,
University of California Davis,San Diego City College,MAT 021B,MATH 151 (4.00),,,
University of California Davis,San Diego City College,MAT 021C; MAT 021D,MATH 252 (4.00),,,
University of California Davis,San Diego City College,MAT 022A,MATH 254 (3.00),,,
University of California Davis,San Diego City College,MAT 027A,Not Articulated,,,
University of California Davis,San Diego City College,MAT 067,Not Articulated,,,
University of California Davis,San Diego City College,BIS 002A,BIOL 210A (4.00),,,
University of California Davis,San Diego City College,BIS 002B,BIOL 210A (4.00); BIOL 210B (4.00),,,
University of California Davis,San Diego City College,BIS 002C,BIOL 210B (4.00),,,
University of California Davis,San Diego City College,CHE 002A; CHE 002B; CHE 002C,CHEM 200 (3.00); CHEM 200L (2.00); CHEM 201 (3.00); CHEM 201L (2.00),,,
University of California Davis,San Diego City College,CHE 004A,Not Articulated,,,
University of California Davis,San Diego City College,CHE 004B,Not Articulated,,,
University of California Davis,San Diego City College,CHE 004C,Not Articulated,,,
University of California Davis,San Diego City College,PHY 009A,PHYS 195 (5.00),,,
University of California Davis,San Diego City College,PHY 009B,PHYS 196 (5.00); PHYS 197 (5.00),,,
University of California Davis,San Diego City College,PHY 009C,PHYS 196 (5.00),,,
University of California Irvine,San Diego City College,I&C SCI 31; I&C SCI 32; I&C SCI 33,CISC 179 (4.00); CISC 192 (4.00); CISC 201 (4.00),,,
University of California Irvine,San Diego City College,MATH 2A,MATH 150 (5.00),,,
University of California Irvine,San Diego City College,MATH 2B,MATH 151 (4.00),,,
University of California Irvine,San Diego City College,MATH 3A,MATH 254 (3.00),,,
University of California Irvine,San Diego City College,I&C SCI 6N,Not Articulated,,,
University of California Irvine,San Diego City College,I&C SCI 6B,MATH 245 (3.00),,,
University of California Irvine,San Diego City College,I&C SCI 6D,Not Articulated,,,
University of California Irvine,San Diego City College,I&C SCI 45C,Not Articulated,,,
University of California Irvine,San Diego City College,I&C SCI 46,Not Articulated,,,
University of California Irvine,San Diego City College,I&C SCI 51,Not Articulated,,,
University of California Irvine,San Diego City College,I&C SCI 53,Not Articulated,,,
University of California Irvine,San Diego City College,IN4MATX 43,Not Articulated,,,
University of California Irvine,San Diego City College,STATS 67,Not Articulated,,,
University of California Los Angeles,San Diego City College,COM SCI 31,CISC 192 (4.00),,,
University of California Los Angeles,San Diego City College,COM SCI 32,CISC 187 (4.00),,,
University of California Los Angeles,San Diego City College,COM SCI 33,CISC 211 (4.00),,,
University of California Los Angeles,San Diego City College,COM SCI 35L,Not Articulated,,,
University of California Los Angeles,San Diego City College,COM SCI M51A,Not Articulated,,,
University of California Los Angeles,San Diego City College,EC ENGR M16,Not Articulated,,,
University of California Los Angeles,San Diego City College,MATH 31A,MATH 150 (5.00),,,
University of California Los Angeles,San Diego City College,MATH 31B,MATH 151 (4.00),,,
University of California Los Angeles,San Diego City College,MATH 32A,MATH 252 (4.00),,,
University of California Los Angeles,San Diego City College,MATH 32B,MATH 252 (4.00),,,
University of California Los Angeles,San Diego City College,MATH 33A,MATH 254 (3.00),,,
University of California Los Angeles,San Diego City College,MATH 33B,MATH 255 (3.00),,,
University of California Los Angeles,San Diego City College,MATH 61,MATH 245 (3.00),,,
University of California Los Angeles,San Diego City College,PHYSICS 1A; PHYSICS 1B; PHYSICS 1C,PHYS 195 (5.00); PHYS 196 (5.00); PHYS 197 (5.00),,,
University of California Los Angeles,San Diego City College,PHYSICS 4AL,Not Articulated,,,
University of California Los Angeles,San Diego City College,PHYSICS 4BL,Not Articulated,,,
University of California Los Angeles,San Diego City College,ENGCOMP 3,ENGL 101 (3.00),,,
University of California Los Angeles,San Diego City College,,ENGL 105 (3.00),ENGL 205 (3.00),,
University of California Los Angeles,San Diego City College,,CISC 192 (4.00),CISC 205 (4.00),,
University of California Merced,San Diego City College,CSE 022,CISC 179 (4.00),CISC 190 (4.00),CISC 192 (4.00),
University of California Merced,San Diego City College,CSE 030,CISC 187 (4.00),,,
University of California Merced,San Diego City College,MATH 021,MATH 150 (5.00),,,
University of California Merced,San Diego City College,MATH 022,MATH 151 (4.00),,,
University of California Merced,San Diego City College,MATH 023,MATH 252 (4.00),,,
University of California Merced,San Diego City College,MATH 024,MATH 254 (3.00); MATH 255 (3.00),,,
University of California Merced,San Diego City College,PHYS 008; PHYS 008L,PHYS 195 (5.00),,,
University of California Merced,San Diego City College,PHYS 009; PHYS 009L,PHYS 196 (5.00),,,
University of California Merced,San Diego City College,CSE 015,MATH 245 (3.00),,,
University of California Merced,San Diego City College,CSE 022,CISC 179 (4.00),CISC 190 (4.00),CISC 192 (4.00),
University of California Merced,San Diego City College,CSE 024,CISC 205 (4.00),,,
University of California Merced,San Diego City College,CSE 030,CISC 187 (4.00),,,
University of California Merced,San Diego City College,CSE 031,Not Articulated,,,
University of California Merced,San Diego City College,ENGR 065,Not Articulated,,,
University of California Merced,San Diego City College,ENGR 091,Not Articulated,,,
University of California Merced,San Diego City College,MATH 032,Not Articulated,,,
University of California Merced,San Diego City College,ENGR 080,Not Articulated,,,
University of California Merced,San Diego City College,WRI 001,ENGL 101 (3.00),,,
University of California Merced,San Diego City College,WRI 010,ENGL 105 (3.00),ENGL 205 (3.00),PHIL 100 (3.00),PHIL 205 (3.00)
University of California Riverside,San Diego City College,CS 10A,CISC 190 (4.00),CISC 192 (4.00),CISC 205 (4.00),
University of California Riverside,San Diego City College,CS 10B,Not Articulated,,,
University of California Riverside,San Diego City College,MATH 9A; MATH 9B; MATH 9C,MATH 150 (5.00); MATH 151 (4.00),,,
University of California Riverside,San Diego City College,PHYS 40A,PHYS 195 (5.00),,,
University of California Riverside,San Diego City College,CS 11,MATH 245 (3.00),,,
University of California Riverside,San Diego City College,CS 10C,Not Articulated,,,
University of California Riverside,San Diego City College,CS 61,Not Articulated,,,
University of California Riverside,San Diego City College,MATH 10A,MATH 252 (4.00),,,
University of California Riverside,San Diego City College,PHYS 40B,PHYS 195 (5.00),,,
University of California Riverside,San Diego City College,PHYS 40C,PHYS 196 (5.00),,,
University of California Riverside,San Diego City College,EE 20B,Not Articulated,,,
University of California Riverside,San Diego City College,MATH 31,MATH 254 (3.00),,,
University of California San Diego,San Diego City College,CSE 8A,CISC 190 (4.00),,,
University of California San Diego,San Diego City College,CSE 8B,Not Articulated,,,
University of California San Diego,San Diego City College,CSE 11,Not Articulated,,,
University of California San Diego,San Diego City College,CSE 12,Not Articulated,,,
University of California San Diego,San Diego City College,CSE 15L,Not Articulated,,,
University of California San Diego,San Diego City College,CSE 20,MATH 245 (3.00),,,
University of California San Diego,San Diego City College,CSE 21,Not Articulated,,,
